Benchmark,Perf Issue,Severity,Median Ratio,CI Lower,CI Upper,Perf Change Found
service.BenchmarkHandlerCreateBooking,request-id,4,0.9940713346169242,0.9708909920440406,1.0215858256334123,False
service.BenchmarkRequestSeats,request-id,4,1.022796417502409,1.0071263297459256,1.0417925945210245,True
service.BenchmarkHandlerGetFlightsQuery,request-id,4,0.9972894605713541,0.987688236161133,1.0171732408196565,False
database.BenchmarkRawValues,request-id,4,0.9985871339061518,0.9916003304606832,1.0054355590137491,False
service.BenchmarkHandlerGetFlight,request-id,4,0.9965166130760986,0.948156321618219,1.0557823129251702,False
database.BenchmarkValues,request-id,4,1.0028250287821896,0.9938535915690876,1.0104996508879223,False
service.BenchmarkRequestDestinations,request-id,4,1.0036900655043428,0.9880799448605082,1.0182838667762502,False
service.BenchmarkRequestFlights,request-id,4,0.9727511651540105,0.8946921088685265,1.0247797673951664,False
service.BenchmarkHandlerGetFlights,request-id,4,1.0067323620427098,0.9884500367653646,1.0227040256187108,False
database.BenchmarkValuesGenerics,request-id,4,1.001330785833946,0.9945826318176028,1.0067019281124092,False
database.BenchmarkGetGenerics,request-id,4,1.0015168229453943,0.9686579158853469,1.0381901203819013,False
database.BenchmarkPut,request-id,4,1.0096801028510927,0.9738341580446844,1.0430728925874557,False
service.BenchmarkRequestCreateBooking,request-id,4,1.3179469343138228,1.2827688496267562,1.3762050317422996,True
database.BenchmarkGet,request-id,4,0.9978729438457175,0.963972602739726,1.0473825770791587,False
service.BenchmarkHandlerGetDestinations,request-id,4,0.9929640603804273,0.978159781270649,1.0148963545579952,False
service.BenchmarkHandlerGetFlightSeats,request-id,4,0.9889165563014003,0.9728521091782232,1.0070770630377923,False
service.BenchmarkRequestFlight,request-id,4,3.011081226465842,2.96294324353104,3.0767385975506176,True
service.BenchmarkRequestFlightsQuery,request-id,8,1.0088784634153074,0.9913874609403427,1.0265458149524398,False
database.BenchmarkRawValues,request-id,8,0.9990510651620393,0.9942572261385466,1.0058965781809956,False
database.BenchmarkValuesGenerics,request-id,8,0.9986375516553178,0.990711419572816,1.0110733555617204,False
service.BenchmarkRequestDestinations,request-id,8,1.0005633902443498,0.9898813221811589,1.0251186426592098,False
database.BenchmarkGetGenerics,request-id,8,1.0049838362068966,0.9696969696969698,1.0361690598753726,False
database.BenchmarkPut,request-id,8,1.021923305588585,0.9658693323812924,1.062128418549346,False
service.BenchmarkRequestFlights,request-id,8,1.031347284716021,0.977438428256438,1.0532037160478325,False
service.BenchmarkHandlerGetDestinations,request-id,8,1.006010438355477,0.9853016446922288,1.0207566264645136,False
service.BenchmarkHandlerCreateBooking,request-id,8,1.005770769054965,0.972462952541737,1.0289195650497418,False
service.BenchmarkHandlerGetFlightSeats,request-id,8,1.0104608754729423,0.9833454099445095,1.0275941037963778,False
service.BenchmarkRequestSeats,request-id,8,1.0377418786502028,1.0189312826547745,1.0682035861460686,True
service.BenchmarkHandlerGetBookings,request-id,8,0.9987276938151369,0.9857701273511321,1.0103701517760444,False
service.BenchmarkRequestFlight,request-id,8,4.997775659358119,4.916047314979587,5.065833066153682,True
service.BenchmarkHandlerGetFlightsQuery,request-id,8,0.9965707282492989,0.9801691621434369,1.0130790549658715,False
database.BenchmarkRawGet,request-id,8,0.9934607645875253,0.9747774480712166,1.021090534979424,False
database.BenchmarkGet,request-id,8,1.0012484394506866,0.9660464484585088,1.0349326599326598,False
service.BenchmarkRequestBookings,request-id,8,1.0498769538525616,1.0184567888720595,1.1033980357881255,True
service.BenchmarkHandlerGetFlight,request-id,8,1.0093557872226677,0.9305310848225522,1.0497713209577617,False
service.BenchmarkRequestCreateBooking,request-id,8,1.6009803120660078,1.5549511721856413,1.642564461323206,True
database.BenchmarkValues,request-id,8,0.9972770084377947,0.9886900560402458,1.007446945351071,False
service.BenchmarkHandlerGetFlights,request-id,8,1.005178904533467,0.9896357184149341,1.0187165127636708,False
database.BenchmarkGetGenerics,request-id,16,0.9938088829071332,0.9637075718015666,1.0388059701492536,False
service.BenchmarkHandlerGetFlight,request-id,16,0.9937807722207825,0.944472745797249,1.0622234513274336,False
service.BenchmarkHandlerGetDestinations,request-id,16,1.0056043672218944,0.9913769176041591,1.013963542031666,False
service.BenchmarkRequestBookings,request-id,16,1.104985718223781,1.0787043573217008,1.1468796975695428,True
service.BenchmarkRequestFlightsQuery,request-id,16,1.011029927501843,1.0028562402607668,1.0214689935339656,True
database.BenchmarkRawGet,request-id,16,0.9914529914529915,0.9753645047762696,1.0142493638676844,False
service.BenchmarkRequestDestinations,request-id,16,1.0026960927490176,0.9942028616154759,1.0128992361111018,False
service.BenchmarkHandlerGetBookings,request-id,16,1.0064140261271577,0.9933056602666587,1.0162761018460262,False
service.BenchmarkRequestCreateBooking,request-id,16,2.1675880741233122,2.1199321647066283,2.212827078392676,True
database.BenchmarkGet,request-id,16,1.0022225309070705,0.9628582963262011,1.0426160337552743,False
service.BenchmarkRequestFlights,request-id,16,1.0795176719124595,1.0516526040642953,1.0926001050517762,True
database.BenchmarkRawValues,request-id,16,0.9994727587415774,0.9917503959384831,1.006784745924249,False
service.BenchmarkHandlerGetFlights,request-id,16,1.003729888128845,0.981849193829406,1.023648864924174,False
database.BenchmarkValuesGenerics,request-id,16,0.999636728300857,0.9920910178330837,1.005365200115984,False
database.BenchmarkValues,request-id,16,1.0018406609832708,0.9926948786149221,1.0060412604495257,False
service.BenchmarkHandlerCreateBooking,request-id,16,0.9977897183796348,0.9627946658753269,1.021138211382114,False
database.BenchmarkPut,request-id,16,0.9971484316374005,0.9459025955088947,1.0538157494679232,False
service.BenchmarkRequestSeats,request-id,16,1.0639972005036094,1.0394072131099021,1.0815248575594407,True
service.BenchmarkRequestFlight,request-id,16,8.947446650387514,8.880153036617774,9.050776647027316,True
service.BenchmarkHandlerGetFlightSeats,request-id,16,0.9974876690503048,0.9766531374254122,1.0196140567247922,False
service.BenchmarkHandlerGetFlightsQuery,request-id,16,0.9953539795052804,0.9883310164743491,1.0100848707780141,False
service.BenchmarkRequestFlightsQuery,request-id,32,1.019702163354494,0.999139922240728,1.0308359761213755,False
service.BenchmarkHandlerGetDestinations,request-id,32,1.0028551635662544,0.9888452099553346,1.0108955567575375,False
database.BenchmarkRawValues,request-id,32,1.00289065848479,0.9970541252956888,1.0088882528337646,False
service.BenchmarkHandlerGetFlightsQuery,request-id,32,0.9930775794590181,0.9830702115168964,1.0070627668707064,False
service.BenchmarkHandlerCreateBooking,request-id,32,1.0095661804017415,0.9733049978737477,1.0466565085733022,False
service.BenchmarkRequestSeats,request-id,32,1.1068630778116726,1.0848345441072977,1.125454060846057,True
service.BenchmarkHandlerGetFlight,request-id,32,0.9966743412637502,0.9423328098980763,1.0708154506437768,False
service.BenchmarkHandlerGetBookings,request-id,32,0.9967399262542739,0.9833475499119159,1.0090074404763192,False
service.BenchmarkRequestFlights,request-id,32,1.1268945263233758,1.0121408715398108,1.15558534573744,True
service.BenchmarkRequestDestinations,request-id,32,1.0081549880765923,0.9939179991033925,1.0196424668257058,False
database.BenchmarkValues,request-id,32,1.0004213764919123,0.9868311586047298,1.016830118459733,False
database.BenchmarkPut,request-id,32,0.9878426012517085,0.9436629775080329,1.0363919359620515,False
service.BenchmarkRequestBookings,request-id,32,1.1907598972176614,1.1713750630686173,1.2375641410607812,True
service.BenchmarkRequestFlight,request-id,32,14.184144030322173,13.76022913256956,14.39128591116294,True
service.BenchmarkRequestCreateBooking,request-id,32,3.025924116593389,2.958393113342898,3.0875860471273495,True
service.BenchmarkHandlerGetFlights,request-id,32,0.9990966147629758,0.9876888316341422,1.01377020931095,False
database.BenchmarkValuesGenerics,request-id,32,1.0018302533295451,0.9839227285700918,1.017944465633258,False
database.BenchmarkGetGenerics,request-id,32,0.9930786636496739,0.9518891505597903,1.0437313836988897,False
database.BenchmarkRawGet,request-id,32,1.0020222446916076,0.980952380952381,1.0249617931737136,False
service.BenchmarkHandlerGetFlightSeats,request-id,32,0.9872530607704438,0.964255919384406,1.014363144918793,False
database.BenchmarkGet,request-id,32,1.0096774193548386,0.9722222222222222,1.0430561418319966,False
service.BenchmarkHandlerGetDestinations,request-id,64,1.00295352826357,0.9882053649188215,1.0170057878247447,False
service.BenchmarkHandlerGetFlight,request-id,64,1.011637133033589,0.9420026007802341,1.0717367853290185,False
service.BenchmarkRequestDestinations,request-id,64,1.0231252367582833,1.0123139250402158,1.0370934631816342,True
service.BenchmarkRequestSeats,request-id,64,1.1123615234811481,1.1007059029831117,1.1294896108415202,True
database.BenchmarkPut,request-id,64,1.026060606060606,0.9776673096898649,1.0526800798648441,False
database.BenchmarkValuesGenerics,request-id,64,0.9979404673450929,0.9910325681872196,1.0060923310113243,False
database.BenchmarkValues,request-id,64,1.003037947641742,0.9959782116511496,1.0125839778861512,False
service.BenchmarkHandlerGetBookings,request-id,64,1.0002031661047233,0.9866637247686587,1.0093503027352115,False
service.BenchmarkRequestBookings,request-id,64,1.310759713288765,1.2827159990209678,1.342714176380556,True
service.BenchmarkHandlerGetFlights,request-id,64,0.9971738641809338,0.9144862221679654,1.0863245546046232,False
service.BenchmarkHandlerCreateBooking,request-id,64,1.0038822387576836,0.9850460195464465,1.0359769314135314,False
service.BenchmarkRequestCreateBooking,request-id,64,4.511833785004517,4.405913546520971,4.562912808257825,True
database.BenchmarkRawValues,request-id,64,0.9982672088254989,0.9933143140659887,1.0048196780410699,False
database.BenchmarkGet,request-id,64,1.0063649222065063,0.9587942554537481,1.0470121778532993,False
database.BenchmarkRawGet,request-id,64,0.9944556451612904,0.9771485345255837,1.0137264870360956,False
service.BenchmarkRequestFlights,request-id,64,1.2463672135139474,1.2243257977756778,1.255615054315981,True
database.BenchmarkGetGenerics,request-id,64,0.9997274833083526,0.9605814562598219,1.0472806777808144,False
service.BenchmarkRequestFlight,request-id,64,23.900756848950003,23.617947906780554,24.15101645692159,True
service.BenchmarkHandlerGetFlightSeats,request-id,64,0.997539219572974,0.9661183526054518,1.021939590585526,False
service.BenchmarkHandlerGetFlightsQuery,request-id,64,0.9976168174125423,0.9869147214365718,1.0047756304415418,False
service.BenchmarkRequestFlightsQuery,request-id,64,1.0244741742939998,1.0146671532060234,1.0380485502135235,True
database.BenchmarkValuesGenerics,request-id,128,1.0018074734989426,0.9913300319175825,1.0123055758736659,False
service.BenchmarkRequestFlight,request-id,128,39.57096908072214,38.62858300415274,40.181741602611346,True
database.BenchmarkPut,request-id,128,0.9859246898353043,0.9387200223089794,1.0416800715014667,False
service.BenchmarkRequestFlightsQuery,request-id,128,1.0427628858449842,1.0348123536250622,1.0551657238251382,True
service.BenchmarkRequestDestinations,request-id,128,1.0527452256677607,1.036662883213055,1.0594262337873575,True
service.BenchmarkRequestSeats,request-id,128,1.26710653641614,1.2503029573435365,1.2962123246306703,True
service.BenchmarkHandlerGetFlightSeats,request-id,128,0.996616818814356,0.9606406910992047,1.0253715747207035,False
database.BenchmarkGetGenerics,request-id,128,0.9955008601296811,0.9598850124134327,1.0300579592937056,False
service.BenchmarkRequestBookings,request-id,128,1.502227759050271,1.4525078351834544,1.5477135856409043,True
service.BenchmarkHandlerGetBookings,request-id,128,0.9970423242952562,0.987088963032476,1.0105729509886983,False
service.BenchmarkHandlerGetFlights,request-id,128,1.0025038160213866,0.9721066688653183,1.1233177626492146,False
service.BenchmarkRequestFlights,request-id,128,1.425363675159624,1.4049472843622866,1.4488832301719847,True
database.BenchmarkValues,request-id,128,1.0020860857114542,0.9911870096001443,1.010944388697958,False
database.BenchmarkRawGet,request-id,128,1.0055276381909548,0.9825956802264163,1.0245801331285196,False
service.BenchmarkHandlerCreateBooking,request-id,128,0.9852311245204306,0.9532768433959847,1.0181208053691275,False
service.BenchmarkHandlerGetFlightsQuery,request-id,128,1.0031276548694383,0.9937778628134732,1.009368480590722,False
service.BenchmarkHandlerGetDestinations,request-id,128,0.9998340167494537,0.9878678330858106,1.010500660792723,False
service.BenchmarkHandlerGetFlight,request-id,128,1.0070239334027056,0.9313358302122348,1.0611916264090175,False
service.BenchmarkRequestCreateBooking,request-id,128,6.990506431127301,6.860669243931809,7.160679938844958,True
database.BenchmarkRawValues,request-id,128,1.0001475687021952,0.9936618984697542,1.0073411891090351,False
database.BenchmarkGet,request-id,128,0.991634668129457,0.9599144842330305,1.0367986567790681,False
database.BenchmarkRawGet,request-id,256,0.9979909593169263,0.9795816733067728,1.0210529491148685,False
database.BenchmarkValuesGenerics,request-id,256,1.0005734022303945,0.9930403266504565,1.007504515923543,False
database.BenchmarkGet,request-id,256,0.9978902953586498,0.9603206957467048,1.0466931592392847,False
database.BenchmarkValues,request-id,256,0.9978476592904048,0.9921528964134689,1.0075588250627896,False
service.BenchmarkHandlerCreateBooking,request-id,256,1.005392691182376,0.9760060600321939,1.0347121220935869,False
service.BenchmarkRequestFlightsQuery,request-id,256,1.0954530982868707,1.0801592183309383,1.111940014292023,True
database.BenchmarkRawValues,request-id,256,0.9999406322527024,0.9905783614123529,1.0120699055633942,False
service.BenchmarkRequestFlights,request-id,256,1.7536089102937018,1.7163643608205983,1.8026226793410682,True
database.BenchmarkGetGenerics,request-id,256,0.9971346704871061,0.9591460200316289,1.0455856103254153,False
service.BenchmarkRequestSeats,request-id,256,1.5871031849798651,1.5593660387384731,1.6188208326821343,True
service.BenchmarkHandlerGetFlights,request-id,256,1.0039384138364078,0.9893144945362625,1.0951414231976597,False
service.BenchmarkHandlerGetFlightsQuery,request-id,256,0.9987230491957396,0.9801905200414073,1.0183471130413788,False
service.BenchmarkRequestCreateBooking,request-id,256,12.646824819288797,12.408575472748382,12.925896546025449,True
service.BenchmarkRequestBookings,request-id,256,1.940442146300468,1.8940506105419233,1.994311936935115,True
service.BenchmarkHandlerGetFlightSeats,request-id,256,1.005304919175767,0.9886961957137288,1.0276347782822077,False
service.BenchmarkHandlerGetDestinations,request-id,256,0.9989551571409454,0.9767099815291383,1.0172796186757076,False
service.BenchmarkRequestFlight,request-id,256,78.09566979522184,76.91949553336836,78.79435743402703,True
service.BenchmarkHandlerGetBookings,request-id,256,0.9984468548811343,0.9808923024644834,1.0131525500310492,False
database.BenchmarkPut,request-id,256,0.9915191191786937,0.9633942216723673,1.03751748569215,False
service.BenchmarkHandlerGetFlight,request-id,256,0.9888594164456234,0.9464839710444675,1.0584380155282338,False
service.BenchmarkRequestDestinations,request-id,256,1.0932130834925848,1.071342233893967,1.1110442184150788,True
database.BenchmarkValuesGenerics,request-id,512,1.0010169508307603,0.991726995766474,1.0097614561783732,False
database.BenchmarkGet,request-id,512,1.0019662921348316,0.9589764419171405,1.045737739661347,False
service.BenchmarkHandlerGetFlights,request-id,512,1.01498608599096,0.9954515727765211,1.035587354587516,False
service.BenchmarkHandlerGetFlightSeats,request-id,512,1.0168580222717234,0.9730661775503466,1.0293716514286917,False
service.BenchmarkHandlerGetDestinations,request-id,512,1.0011909519675184,0.9904722557398852,1.0099346111379248,False
service.BenchmarkHandlerGetFlightsQuery,request-id,512,1.0033378439580272,0.9958929190168335,1.0118064262047193,False
database.BenchmarkGetGenerics,request-id,512,0.9982372881355933,0.9640651506293697,1.0449845286829653,False
service.BenchmarkRequestFlights,request-id,512,2.310200812983406,2.2672173427092384,2.344411180061739,True
service.BenchmarkHandlerGetFlight,request-id,512,0.9950235725510739,0.9289327263530602,1.0528422738190553,False
database.BenchmarkRawGet,request-id,512,0.9984810126582278,0.9733464955577491,1.018301982714794,False
database.BenchmarkRawValues,request-id,512,0.9983755050557553,0.9955830254269996,1.0066838489405654,False
service.BenchmarkRequestBookings,request-id,512,3.0275358443952194,2.8956848395586703,3.075138548196602,True
database.BenchmarkValues,request-id,512,0.9971130310790189,0.9920939561446953,1.0063309710749313,False
service.BenchmarkHandlerCreateBooking,request-id,512,1.0012479840258044,0.9685253473386226,1.0393335523899723,False
service.BenchmarkRequestSeats,request-id,512,2.24247986915902,2.2193472397439984,2.271865588810953,True
service.BenchmarkRequestFlight,request-id,512,151.6130057191273,150.72025316455696,152.45089285714286,True
database.BenchmarkPut,request-id,512,1.0010140518615096,0.9700638065197685,1.0313207450366855,False
service.BenchmarkRequestDestinations,request-id,512,1.1788714087714904,1.168187072704897,1.189906881995316,True
service.BenchmarkRequestCreateBooking,request-id,512,24.271833901012045,23.669766701170477,24.764224940175485,True
service.BenchmarkRequestFlightsQuery,request-id,512,1.1887708828782195,1.1775065976086054,1.199656196233415,True
service.BenchmarkHandlerGetBookings,request-id,512,0.9999253129387864,0.9864375958240942,1.0079623381108358,False
database.BenchmarkRawGet,request-id,1024,0.9984917043740574,0.9810094952523739,1.0212443095599395,False
service.BenchmarkHandlerGetFlightsQuery,request-id,1024,0.9952819715052056,0.9865073880681886,1.0058626794231558,False
service.BenchmarkHandlerGetFlightSeats,request-id,1024,0.9941449658730322,0.9767416845146539,1.0244012531253863,False
service.BenchmarkRequestFlight,request-id,1024,298.38284210526314,296.49759251311764,302.22625568040985,True
service.BenchmarkRequestFlights,request-id,1024,3.6551276780412048,3.5994880350478327,3.6878431149825084,True
service.BenchmarkHandlerGetFlights,request-id,1024,0.9938470553765015,0.9765100222791541,1.0077916073335564,False
service.BenchmarkRequestCreateBooking,request-id,1024,47.30395389839362,45.78811720343405,48.28361295487142,True
database.BenchmarkRawValues,request-id,1024,1.000270354523059,0.9912508425851817,1.0083294296350296,False
service.BenchmarkHandlerGetBookings,request-id,1024,0.9997025190159564,0.9889336454136326,1.0138901209950635,False
service.BenchmarkHandlerGetDestinations,request-id,1024,1.00335500947873,0.9924901060604392,1.011150938024126,False
service.BenchmarkRequestBookings,request-id,1024,4.99148968419551,4.916248389786668,5.085431597640642,True
service.BenchmarkRequestSeats,request-id,1024,3.498798510491192,3.4039919104887533,3.5273884252436822,True
database.BenchmarkGetGenerics,request-id,1024,1.0076273494960502,0.9626545217957059,1.0516958424507659,False
service.BenchmarkHandlerGetFlight,request-id,1024,0.9960031974420464,0.9303557910673732,1.0512333965844403,False
database.BenchmarkGet,request-id,1024,0.9980525803310614,0.9629829775736288,1.0369698660714286,False
database.BenchmarkValues,request-id,1024,1.0009301205246421,0.9935786154159076,1.0084078486721004,False
service.BenchmarkRequestFlightsQuery,request-id,1024,1.3833090656695264,1.3703608004843222,1.412973278692789,True
service.BenchmarkHandlerCreateBooking,request-id,1024,0.9972661110901618,0.9657631157612541,1.0311984313420957,False
database.BenchmarkValuesGenerics,request-id,1024,0.9998247209060172,0.9910106079315149,1.0093740547243593,False
database.BenchmarkPut,request-id,1024,0.9950030284675955,0.9477935237535796,1.0375811939375192,False
service.BenchmarkRequestDestinations,request-id,1024,1.3644410726277614,1.34605967543531,1.4073828925741874,True
service.BenchmarkHandlerGetFlight,request-id,2048,1.0139111824505083,0.9395491803278687,1.061922868006518,False
service.BenchmarkHandlerGetFlights,request-id,2048,0.99853736722723,0.9871435806533301,1.0112122516841175,False
service.BenchmarkRequestDestinations,request-id,2048,1.72651817476789,1.709194086277044,1.7419935605178691,True
service.BenchmarkRequestCreateBooking,request-id,2048,93.07248602895518,91.55182235095343,95.44624304578053,True
service.BenchmarkRequestFlights,request-id,2048,6.0474342791284785,5.364973993810567,6.1389346625063475,True
database.BenchmarkGetGenerics,request-id,2048,1.0031014023732472,0.9640655737704917,1.0415418142195587,False
service.BenchmarkRequestBookings,request-id,2048,9.020875478011828,8.877262807657115,9.103147640170228,True
service.BenchmarkHandlerGetFlightsQuery,request-id,2048,0.9956896610942112,0.9828476891833622,1.005467629805153,False
database.BenchmarkRawValues,request-id,2048,0.9999375868582889,0.9948802373293816,1.0049494411180702,False
service.BenchmarkHandlerGetDestinations,request-id,2048,1.0009610388004784,0.9869186617301249,1.0135601719083023,False
database.BenchmarkRawGet,request-id,2048,0.9989863152559553,0.9776665437149308,1.0133264992311635,False
service.BenchmarkRequestFlightsQuery,request-id,2048,1.7706301761387815,1.7503808563436456,1.8028573618439505,True
database.BenchmarkValuesGenerics,request-id,2048,0.9980933865155392,0.9896712964707632,1.0081304380982812,False
database.BenchmarkValues,request-id,2048,0.9989145870015708,0.9922380929295594,1.0059999472232528,False
service.BenchmarkHandlerGetFlightSeats,request-id,2048,1.0094314695337776,0.968700229739291,1.0298706851341357,False
service.BenchmarkHandlerCreateBooking,request-id,2048,0.9989818236669433,0.965209082733813,1.0339817110973342,False
database.BenchmarkPut,request-id,2048,0.9949042731309601,0.952306154505212,1.037124685697382,False
database.BenchmarkGet,request-id,2048,0.9977746870653686,0.9576815316428671,1.0463566770626596,False
service.BenchmarkRequestSeats,request-id,2048,6.104831717506109,5.972211375401642,6.169933031459217,True
service.BenchmarkHandlerGetBookings,request-id,2048,1.0003514849494444,0.9860008321899383,1.011097646724414,False
service.BenchmarkRequestFlight,request-id,2048,597.4500053016646,589.695483600545,608.1979492714516,True
