project;system;micro;config_node_count;config_node_fraction;project_only;system_nodes;micro_nodes;overlap_type;overlap_nodes;overlap_perc
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;true;11;17;node;7;0.63636
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestSeats.out;100000;0.00000;true;11;12;node;8;0.72727
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkValuesGenerics.out;100000;0.00000;true;11;4;node;3;0.27273
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkRawValues.out;100000;0.00000;true;11;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestDestinations.out;100000;0.00000;true;11;16;node;7;0.63636
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkPut.out;100000;0.00000;true;11;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;true;11;15;node;4;0.36364
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;true;11;14;node;5;0.45455
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;true;11;12;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkGet.out;100000;0.00000;true;11;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkRawGet.out;100000;0.00000;true;11;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;true;11;13;node;4;0.36364
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestBookings.out;100000;0.00000;true;11;14;node;7;0.63636
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkValues.out;100000;0.00000;true;11;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlights.out;100000;0.00000;true;11;18;node;4;0.36364
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;true;11;14;node;1;0.09091
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkGetGenerics.out;100000;0.00000;true;11;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;true;11;9;node;4;0.36364
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlight.out;100000;0.00000;true;11;17;node;3;0.27273
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;true;11;9;node;5;0.45455
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;true;11;19;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;ALL;100000;0.00000;true;11;60;node;10;0.90909
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkRawValues.out;100000;0.00000;true;13;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;true;13;17;node;7;0.53846
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkGetGenerics.out;100000;0.00000;true;13;5;node;1;0.07692
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkPut.out;100000;0.00000;true;13;5;node;1;0.07692
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlight.out;100000;0.00000;true;13;17;node;4;0.30769
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkValuesGenerics.out;100000;0.00000;true;13;4;node;3;0.23077
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;true;13;14;node;2;0.15385
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestSeats.out;100000;0.00000;true;13;12;node;8;0.61538
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;true;13;9;node;4;0.30769
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;true;13;19;node;1;0.07692
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;true;13;14;node;6;0.46154
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;true;13;9;node;5;0.38462
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkRawGet.out;100000;0.00000;true;13;5;node;1;0.07692
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;true;13;15;node;6;0.46154
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkValues.out;100000;0.00000;true;13;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkGet.out;100000;0.00000;true;13;5;node;1;0.07692
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestBookings.out;100000;0.00000;true;13;14;node;7;0.53846
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestDestinations.out;100000;0.00000;true;13;16;node;8;0.61538
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;true;13;13;node;4;0.30769
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlights.out;100000;0.00000;true;13;18;node;5;0.38462
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;true;13;12;node;2;0.15385
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;ALL;100000;0.00000;true;13;60;node;12;0.92308
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkRawValues.out;100000;0.00000;true;10;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkValues.out;100000;0.00000;true;10;4;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkRawGet.out;100000;0.00000;true;10;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;true;10;12;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;true;10;9;node;4;0.40000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestBookings.out;100000;0.00000;true;10;14;node;7;0.70000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;true;10;9;node;5;0.50000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkValuesGenerics.out;100000;0.00000;true;10;4;node;3;0.30000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkGet.out;100000;0.00000;true;10;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;true;10;17;node;7;0.70000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;true;10;14;node;1;0.10000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlights.out;100000;0.00000;true;10;18;node;4;0.40000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkPut.out;100000;0.00000;true;10;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;true;10;19;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlight.out;100000;0.00000;true;10;17;node;3;0.30000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;true;10;13;node;4;0.40000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestSeats.out;100000;0.00000;true;10;12;node;8;0.80000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestDestinations.out;100000;0.00000;true;10;16;node;7;0.70000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkGetGenerics.out;100000;0.00000;true;10;5;node;0;0.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;true;10;15;node;4;0.40000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;true;10;14;node;5;0.50000
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;ALL;100000;0.00000;true;10;60;node;10;1.00000
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkValues.out;100000;0.00000;false;430;120;node;95;0.22093
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestBookings.out;100000;0.00000;false;430;267;node;191;0.44419
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;false;430;215;node;118;0.27442
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;false;430;239;node;168;0.39070
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkValuesGenerics.out;100000;0.00000;false;430;141;node;130;0.30233
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;false;430;206;node;138;0.32093
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkPut.out;100000;0.00000;false;430;122;node;69;0.16047
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlight.out;100000;0.00000;false;430;196;node;110;0.25581
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestDestinations.out;100000;0.00000;false;430;268;node;185;0.43023
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestSeats.out;100000;0.00000;false;430;168;node;144;0.33488
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;false;430;231;node;159;0.36977
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;false;430;172;node;140;0.32558
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkRawGet.out;100000;0.00000;false;430;125;node;74;0.17209
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkRawValues.out;100000;0.00000;false;430;121;node;105;0.24419
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkGet.out;100000;0.00000;false;430;138;node;105;0.24419
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;database.BenchmarkGetGenerics.out;100000;0.00000;false;430;150;node;124;0.28837
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;false;430;227;node;130;0.30233
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;false;430;258;node;184;0.42791
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;false;430;171;node;135;0.31395
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkRequestFlights.out;100000;0.00000;false;430;260;node;170;0.39535
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;false;430;251;node;127;0.29535
github.com/christophwitzko/flight-booking-service;pprof-v1-2.out;ALL;100000;0.00000;false;430;687;node;328;0.76279
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlights.out;100000;0.00000;false;454;260;node;166;0.36564
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestBookings.out;100000;0.00000;false;454;267;node;187;0.41189
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkRawValues.out;100000;0.00000;false;454;121;node;102;0.22467
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkGet.out;100000;0.00000;false;454;138;node;99;0.21806
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;false;454;258;node;182;0.40088
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;false;454;239;node;164;0.36123
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;false;454;171;node;131;0.28855
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkPut.out;100000;0.00000;false;454;122;node;71;0.15639
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;false;454;231;node;154;0.33921
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkValues.out;100000;0.00000;false;454;120;node;108;0.23789
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestSeats.out;100000;0.00000;false;454;168;node;140;0.30837
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;false;454;215;node;135;0.29736
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;false;454;172;node;137;0.30176
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;false;454;206;node;132;0.29075
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkGetGenerics.out;100000;0.00000;false;454;150;node;119;0.26211
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestDestinations.out;100000;0.00000;false;454;268;node;186;0.40969
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkValuesGenerics.out;100000;0.00000;false;454;141;node;125;0.27533
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;database.BenchmarkRawGet.out;100000;0.00000;false;454;125;node;71;0.15639
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;false;454;251;node;124;0.27313
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;false;454;227;node;139;0.30617
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;service.BenchmarkRequestFlight.out;100000;0.00000;false;454;196;node;100;0.22026
github.com/christophwitzko/flight-booking-service;pprof-v1-0.out;ALL;100000;0.00000;false;454;687;node;337;0.74229
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlightsQuery.out;100000;0.00000;false;434;239;node;158;0.36406
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerCreateBooking.out;100000;0.00000;false;434;215;node;113;0.26037
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlights.out;100000;0.00000;false;434;206;node;130;0.29954
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlightSeats.out;100000;0.00000;false;434;171;node;137;0.31567
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkGetGenerics.out;100000;0.00000;false;434;150;node;111;0.25576
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkRawValues.out;100000;0.00000;false;434;121;node;102;0.23502
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlight.out;100000;0.00000;false;434;196;node;93;0.21429
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkValues.out;100000;0.00000;false;434;120;node;95;0.21889
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlightsQuery.out;100000;0.00000;false;434;258;node;178;0.41014
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkGet.out;100000;0.00000;false;434;138;node;99;0.22811
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkValuesGenerics.out;100000;0.00000;false;434;141;node;125;0.28802
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkRawGet.out;100000;0.00000;false;434;125;node;67;0.15438
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetBookings.out;100000;0.00000;false;434;172;node;138;0.31797
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestDestinations.out;100000;0.00000;false;434;268;node;176;0.40553
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestCreateBooking.out;100000;0.00000;false;434;227;node;115;0.26498
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestFlights.out;100000;0.00000;false;434;260;node;153;0.35253
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestBookings.out;100000;0.00000;false;434;267;node;179;0.41244
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetDestinations.out;100000;0.00000;false;434;231;node;150;0.34562
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;database.BenchmarkPut.out;100000;0.00000;false;434;122;node;62;0.14286
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkRequestSeats.out;100000;0.00000;false;434;168;node;137;0.31567
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;service.BenchmarkHandlerGetFlight.out;100000;0.00000;false;434;251;node;113;0.26037
github.com/christophwitzko/flight-booking-service;pprof-v1-1.out;ALL;100000;0.00000;false;434;687;node;316;0.72811
